Site Name,Device Hostname,Device Description,Software,Version
San Ysidro Ranch,SYRWS-91,SYRWS-91,VLC media player,3.0.21
San Ysidro Ranch,SYRWS-91,SYRWS-91,Splashtop Streamer,3.7.4.3
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,CinematicFramingOnboardingUI,1
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,ClassroomStudentMenuExtra,1
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,Clock,1.1
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,Cocoa-AppleScript Applet,1
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,ColorSync Utility,12.1.0
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,Computer,15.4
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,Conflict Resolver,8.1
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,Console,1.1
San Ysidro Ranch,SYRWS-91,SYRWS-91,Smart Note,1.0.13.1135
San Ysidro Ranch,SYRWS-91,SYRWS-91,Sentinel Agent,24.2.471
San Ysidro Ranch,SYRWS-91,SYRWS-91,Microsoft Visual C++ 2015-2022 Redistributable (x86) - 14.40.33810,14.40.33810.0
San Ysidro Ranch,SYRWS-91,SYRWS-91,Microsoft Visual C++ 2015-2022 Redistributable (x64) - 14.40.33810,14.40.33810.0
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,Adobe Genuine Service,8.3.1.6
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,Adobe Creative Cloud,6.8.0.821
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,Adobe Acrobat (64-bit),23.006.20380
San Ysidro Ranch,SYRWS-88,SYRWS-88 (Roberto Llanos),Sentinel Agent,23.4.216
San Ysidro Ranch,SYRWS-88,SYRWS-88 (Roberto Llanos),Npcap OEM,1.71
San Ysidro Ranch,SYRWS-88,SYRWS-88 (Roberto Llanos),Microsoft Visual C++ 2015-2022 Redistributable (x64) - 14.30.30704,14.30.30704.0
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,EpsonNet Print,3.1.4.0
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,Foxit PDF Reader,2025.3.0.35737
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,Fresco Logic USB Display Driver,2.1.34054.0
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,FRx 6.7 Connection Manager for Microsoft Dynamics,6.7.700.1
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,Boot Camp Assistant,6.1.0
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,Build Web Page,10.1
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,Calculator,11
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,Calendar,15
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,CalendarFileHandler,8
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,Calibration Assistant,1
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,Captive Network Assistant,5
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,Certificate Assistant,5
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,CharacterPalette,2.0.1
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,Chess,3.18
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,ChineseTextConverterService,2.1
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,CIMFindInputCodeTool,104
San Ysidro Ranch,SYRWS-88,SYRWS-88 (Roberto Llanos),Microsoft Update Health Tools,5.72.0.0
San Ysidro Ranch,SPA-RECEP,SPA-RECEP,Microsoft OneDrive,25.222.1112.0002
San Ysidro Ranch,SPA-RECEP,SPA-RECEP,Microsoft Edge,143.0.3650.96
San Ysidro Ranch,SPA-RECEP,SPA-RECEP,Microsoft 365 Apps for business - en-us,16.0.19426.20218
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,iQuery,20.1.00543
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,Integration Manager for Microsoft Dynamics GP 2013,12.00.1753.000
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,GoToMeeting 10.20.0.19992,10.20.0.19992
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,GoToMeeting 10.19.0.19950,10.19.0.19950
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,GoTo Opener,1.0.564
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,GoTo Opener,1.0.544
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,GoTo 4.7.2,4.7.2
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,Google Chrome,143.0.7499.171
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,FRx Client,1.00.000
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,FRx 6.7 Supplemental Files,6.7.0.9329
San Ysidro Ranch,SYRWS-92,SYRWS-90,Sentinel Agent,24.2.471
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,Books,7.4
San Ysidro Ranch,SYRWS-88,SYRWS-88 (Roberto Llanos),Microsoft Teams Meeting Add-in for Microsoft Office,1.24.25503
San Ysidro Ranch,SYRWS-88,SYRWS-88 (Roberto Llanos),Microsoft OneDrive,24.186.0915.0004
San Ysidro Ranch,SYRWS-88,SYRWS-88 (Roberto Llanos),Google Chrome,129.0.6668.101
San Ysidro Ranch,SYRWS-88,SYRWS-88 (Roberto Llanos),FortiClient VPN,7.2.4.0972
San Ysidro Ranch,SYRWS-88,SYRWS-88 (Roberto Llanos),Datto RMM,4.4.2230.2230
San Ysidro Ranch,SYR-SPA,SYR-SPA,Lenovo Vantage Service,3.9.23.0
San Ysidro Ranch,SYR-SPA,SYR-SPA,McAfee Safe Connect,2.1
San Ysidro Ranch,SPA-RECEP,SPA-RECEP,Java 8 Update 341,8.0.3410.10
San Ysidro Ranch,SPA-RECEP,SPA-RECEP,Google Chrome,143.0.7499.193
San Ysidro Ranch,SPA-RECEP,SPA-RECEP,EPSON TM-T88V Utility Ver.1.72,1.7.7.1
San Ysidro Ranch,SPA-RECEP,SPA-RECEP,EPSON TM Coupon Package,3.50.0000
San Ysidro Ranch,SPA-RECEP,SPA-RECEP,EPSON TM Bluetooth Connector,2.04.0000
San Ysidro Ranch,SPA-RECEP,SPA-RECEP,EPSON Port Communication Service,3.26.0
San Ysidro Ranch,SPA-RECEP,SPA-RECEP,EPSON APD5 PrinterReg for TM-T88V,5.11.1.0
San Ysidro Ranch,SPA-RECEP,SPA-RECEP,EPSON APD5 Plugin for TM-T88V,5.13.0.1
San Ysidro Ranch,SPA-RECEP,SPA-RECEP,EPSON Advanced Printer Driver for TM-T88V Ver.5,5.13.0.1
San Ysidro Ranch,SPA-RECEP,SPA-RECEP,Datto RMM,4.4.10516.10516
San Ysidro Ranch,SYR-SPA,SYR-SPA,Microsoft Visual C++ 2015-2019 Redistributable (x64) - 14.26.28720,14.26.28720.3
San Ysidro Ranch,SYR-SPA,SYR-SPA,Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.40649,12.0.40649.5
San Ysidro Ranch,SYR-SPA,SYR-SPA,Microsoft Update Health Tools,5.72.0.0
San Ysidro Ranch,SYR-SPA,SYR-SPA,Microsoft Silverlight,5.1.50918.0
San Ysidro Ranch,SYR-SPA,SYR-SPA,Microsoft OneDrive,25.222.1112.0002
San Ysidro Ranch,SYR-SPA,SYR-SPA,Microsoft Edge,143.0.3650.96
San Ysidro Ranch,SYR-SPA,SYR-SPA,Microsoft 365 Apps for business - en-us,16.0.19426.20218
San Ysidro Ranch,SPA-RECEP,SPA-RECEP,Adobe Acrobat (64-bit),25.001.20997
San Ysidro Ranch,SYRWS13,SYRWS13,WIN32 CAL Client,3.1.4.150
San Ysidro Ranch,SYRWS-91,SYRWS-91,Microsoft Update Health Tools,5.72.0.0
San Ysidro Ranch,SYRWS-88,SYRWS-88 (Roberto Llanos),Lenovo Vantage Service,4.0.75.0
San Ysidro Ranch,SYRWS-88,SYRWS-88 (Roberto Llanos),Microsoft 365 Apps for business - en-us,16.0.18025.20104
San Ysidro Ranch,SYRWS-88,SYRWS-88 (Roberto Llanos),Microsoft Edge,129.0.2792.89
San Ysidro Ranch,SYRWS-88,SYRWS-88 (Roberto Llanos),Microsoft Edge Update,1.3.195.25
San Ysidro Ranch,SYRWS-88,SYRWS-88 (Roberto Llanos),Microsoft Edge WebView2 Runtime,129.0.2792.89
San Ysidro Ranch,SYR-SPA,SYR-SPA,EPSON Advanced Printer Driver for TM-T88V Ver.5,5.12.0.0
San Ysidro Ranch,SYR-SPA,SYR-SPA,Zoom(32bit),5.11.8425
San Ysidro Ranch,SYR-SPA,SYR-SPA,Thinkpad USB Ethernet Adapter Driver,11.9.0823.2022
San Ysidro Ranch,SYR-SPA,SYR-SPA,Sonos Controller,57.5.87010
San Ysidro Ranch,SYR-SPA,SYR-SPA,Sonos,83.1.61210
San Ysidro Ranch,SYR-SPA,SYR-SPA,Sentinel Agent,24.2.471
San Ysidro Ranch,SYR-SPA,SYR-SPA,QZ Tray 2.1.2,2.1.2
San Ysidro Ranch,SYR-SPA,SYR-SPA,NVIDIA Graphics Driver 538.18,538.18
San Ysidro Ranch,SYR-SPA,SYR-SPA,Npcap OEM,1.71
San Ysidro Ranch,SYR-SPA,SYR-SPA,Microsoft Visual C++ 2015-2019 Redistributable (x86) - 14.24.28127,14.24.28127.4
San Ysidro Ranch,SYR-SPA,SYR-SPA,EPSON APD5 Plugin for TM-T88V,5.12.0.0
San Ysidro Ranch,SYRWS-88,SYRWS-88 (Roberto Llanos),Microsoft OneNote - en-us,16.0.18025.20104
San Ysidro Ranch,SYR-SPA,SYR-SPA,EPSON APD5 PrinterReg for TM-T88V,5.11.1.0
San Ysidro Ranch,SYR-SPA,SYR-SPA,EPSON Port Communication Service,3.23.0
San Ysidro Ranch,SYR-SPA,SYR-SPA,EPSON TM Bluetooth Connector,2.04.0000
San Ysidro Ranch,SYR-SPA,SYR-SPA,EPSON TM Coupon Package,3.50.0000
San Ysidro Ranch,SYR-SPA,SYR-SPA,EPSON TM-T88V Utility Ver.1.72,1.7.7.1
San Ysidro Ranch,SYR-SPA,SYR-SPA,Google Chrome,143.0.7499.192
San Ysidro Ranch,SYR-SPA,SYR-SPA,HP Dropbox Plugin,36.0.445.57508
San Ysidro Ranch,SYR-SPA,SYR-SPA,HP Google Drive Plugin,36.0.445.57508
San Ysidro Ranch,SYR-SPA,SYR-SPA,HP LaserJet Pro MFP M426f-M427f,16.0.19133.904
San Ysidro Ranch,SYR-SPA,SYR-SPA,I.R.I.S. OCR,12.3.6.10
San Ysidro Ranch,SYR-SPA,SYR-SPA,Java 8 Update 271,8.0.2710.9
San Ysidro Ranch,SYR-SPA,SYR-SPA,Lenovo Quick Clean,1.02.0041
San Ysidro Ranch,SYR-SPA,SYR-SPA,Lenovo USB Audio,1.31.38.54
San Ysidro Ranch,SYR-SPA,SYR-SPA,EPSON APD5 TM-T88V Sample&Manual (English),1.00.0000
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,BluetoothUIService,1
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,BluetoothUIServer,9
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,Bluetooth Setup Assistant,9
San Ysidro Ranch,SYRWS13,SYRWS13,OposCCOs,1.14.001
San Ysidro Ranch,SYRWS13,SYRWS13,PeripheralScanningTool,1.0.80.0
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,Contacts,1
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,ScreenConnect Client (fd47aefaf9adf20a),23.9.10.8817
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,Realtek Audio Driver,6.0.8947.1
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,Open XML SDK 2.0 for Microsoft Office,2.0.5022
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,Npcap OEM,1.71
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,Microsoft Visual C++ 2015-2022 Redistributable (x86) - 14.40.33810,14.40.33810.0
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,Microsoft Visual C++ 2015-2022 Redistributable (x64) - 14.40.33810,14.40.33810.0
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.40664,12.0.40664.0
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.40649,12.0.40649.5
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.40664,12.0.40664.0
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.61030,11.0.61030.0
San Ysidro Ranch,SYRWS_44,SYRWS_44,PuTTY release 0.83 (64-bit),0.83.0.0
San Ysidro Ranch,SYRWS_44,SYRWS_44,NVIDIA Graphics Driver 573.57,573.57
San Ysidro Ranch,SYRWS_44,SYRWS_44,Npcap OEM,1.71
San Ysidro Ranch,SYRWS_44,SYRWS_44,Microsoft Visual C++ 2015-2022 Redistributable (x86) - 14.40.33810,14.40.33810.0
San Ysidro Ranch,SYRWS_44,SYRWS_44,Microsoft Visual C++ 2015-2022 Redistributable (x64) - 14.40.33810,14.40.33810.0
San Ysidro Ranch,SYRWS_44,SYRWS_44,Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.40664,12.0.40664.0
San Ysidro Ranch,SYRWS_44,SYRWS_44,Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.40664,12.0.40664.0
San Ysidro Ranch,SYRWS_44,SYRWS_44,Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.61030,11.0.61030.0
San Ysidro Ranch,SYRWS_44,SYRWS_44,Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.61030,11.0.61030.0
San Ysidro Ranch,SYRWS_44,SYRWS_44,Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219,10.0.40219
San Ysidro Ranch,SYRWS_44,SYRWS_44,Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219,10.0.40219
San Ysidro Ranch,SYRWS_44,SYRWS_44,Microsoft Update Health Tools,3.74.0.0
San Ysidro Ranch,SYRWS13,SYRWS13,OPOS DEMO MagSwipe Software,6.13
San Ysidro Ranch,SYRWS13,SYRWS13,Microsoft Visual C++ 2015-2019 Redistributable (x86) - 14.29.30135,14.29.30135.0
San Ysidro Ranch,SYRWS13,SYRWS13,Microsoft Visual C++ 2015-2019 Redistributable (x64) - 14.29.30139,14.29.30139.0
San Ysidro Ranch,SYRWS13,SYRWS13,Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.21005,12.0.21005.1
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,TBXfer,4.31.0
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,Splashtop Streamer,3.7.4.3
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,Sentinel Agent,24.2.471
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,Dictation,6.2.9.4
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,Diagnostics Reporter,1
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,DFRHUD,1
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,Desk View,2
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,Database Events,1.0.6
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,Coverage Details,1
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,CoreServicesUIAgent,369
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,ControlStrip,1
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,Control Center,1
San Ysidro Ranch,SYRWS_44,SYRWS_44,Microsoft OneDrive,25.222.1112.0002
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,ContinuityCaptureOnboardingUI,1
San Ysidro Ranch,SYR-SPA,SYR-SPA,Datto RMM,4.4.10516.10516
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,Contacts,14
San Ysidro Ranch,SYRWS-85,SYRWS-85,Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.40649,12.0.40649.5
San Ysidro Ranch,SYRWS-85,SYRWS-85,Mozilla Firefox (x86 en-US),146.0.1
San Ysidro Ranch,SYRWS-85,SYRWS-85,Mozilla Maintenance Service,146
San Ysidro Ranch,SYRWS-85,SYRWS-85,Npcap OEM,1.71
San Ysidro Ranch,SYRWS-85,SYRWS-85,Realtek Audio Driver,6.0.9537.1
San Ysidro Ranch,SYRWS-85,SYRWS-85,Sentinel Agent,24.2.471
San Ysidro Ranch,SYRWS-85,SYRWS-85,Teams Machine-Wide Installer,1.7.0.6058
San Ysidro Ranch,SYRWS13,SYRWS13,Microsoft Visual C++ 2010  x64 Redistributable - 10.0.30319,10.0.30319
San Ysidro Ranch,SYRWS13,SYRWS13,Microsoft Visual C++ 2010  x86 Redistributable - 10.0.30319,10.0.30319
San Ysidro Ranch,SYRWS13,SYRWS13,Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.61030,11.0.61030.0
San Ysidro Ranch,SYR-SPA,SYR-SPA,Adobe Acrobat (64-bit),25.001.20997
San Ysidro Ranch,SYRWS_44,SYRWS_44,Microsoft Office Standard 2019 - en-us,16.0.10417.20080
San Ysidro Ranch,SYRWS_44,SYRWS_44,Microsoft Edge,143.0.3650.96
San Ysidro Ranch,SYRWS_44,SYRWS_44,Lenovo Vantage Service,4.3.96.0
San Ysidro Ranch,SPA-RECEP,SPA-RECEP,QZ Tray 2.2.5,2.2.5
San Ysidro Ranch,SPA-RECEP,SPA-RECEP,Npcap OEM,1.71
San Ysidro Ranch,SPA-RECEP,SPA-RECEP,Microsoft Visual C++ 2015-2019 Redistributable (x86) - 14.24.28127,14.24.28127.4
San Ysidro Ranch,SPA-RECEP,SPA-RECEP,Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.40649,12.0.40649.5
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,Keychain Access,11
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,Keychain Circle Notification,1
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,Keynote,14.1
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,KoreanIM,1
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,Language Chooser,1
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,Launchpad,1
San Ysidro Ranch,SPA-RECEP,SPA-RECEP,Microsoft Update Health Tools,5.72.0.0
San Ysidro Ranch,SPA-RECEP,SPA-RECEP,Microsoft Teams Meeting Add-in for Microsoft Office,1.25.28902
San Ysidro Ranch,SPA-RECEP,SPA-RECEP,Sentinel Agent,24.2.471
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,AskPermissionUI,1
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,Assistive Control,2
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,Audio MIDI Setup,3.6
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,AutoFillPanelService,1
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,AutomationModeUI,1
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,Automator,2.1
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,Automator Application Stub,1.3
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,Automator Installer,2.1
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,AVB Configuration,1320.3
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,AXVisualSupportAgent,1
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,BackgroundTaskManagementAgent,1
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,Batteries,1
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,Bluetooth File Exchange,9
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,AskToMessagesHost,1
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,Time Bank Runtime,4.31.0
San Ysidro Ranch,SPA-RECEP,SPA-RECEP,Sonos,83.1.61210
San Ysidro Ranch,SPA-RECEP,SPA-RECEP,Zoom,5.17.11 (34827)
San Ysidro Ranch,SYRWS_44,SYRWS_44,Lenovo Quick Clean,1.02.0046
San Ysidro Ranch,SYRWS_44,SYRWS_44,Java 8 Update 341,8.0.3410.10
San Ysidro Ranch,SYRWS_44,SYRWS_44,Google Chrome,143.0.7499.170
San Ysidro Ranch,SYRWS_44,SYRWS_44,FortiClient,7.0.8.0427
San Ysidro Ranch,SYRWS_44,SYRWS_44,Dell Peripheral Manager,1.6.0
San Ysidro Ranch,SYRWS_44,SYRWS_44,Datto RMM,4.4.10516.10516
San Ysidro Ranch,SYRWS_44,SYRWS_44,CCleaner,6.33
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.61030,11.0.61030.0
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219,10.0.40219
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219,10.0.40219
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.6161,9.0.30729.6161
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.17,9.0.30729
San Ysidro Ranch,SPA-RECEP,SPA-RECEP,Teams Machine-Wide Installer,1.7.0.6058
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,Microsoft Update Health Tools,5.72.0.0
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,Microsoft SQL Server 2008 Native Client,10.0.1600.22
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,Microsoft Silverlight,5.1.50918.0
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,Microsoft OneDrive,25.224.1116.0003
San Ysidro Ranch,SYRWS13,SYRWS13,Realtek Ethernet Controller Driver,10.36.701.2019
San Ysidro Ranch,SYRWS13,SYRWS13,Sentinel Agent,24.1.257
San Ysidro Ranch,SYRWS13,SYRWS13,ST Microelectronics 3 Axis Digital Accelerometer Solution,4.22.0072
San Ysidro Ranch,SYRWS13,SYRWS13,USB HID OPOS MagSwipe Driver,3.15
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,AppleSpell,2.4
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,AppSSOAgent,1
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,AquaAppearanceHelper,1
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,Archive Utility,10.15
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,ARDAgent,3.9.8
San Ysidro Ranch,SYRWS_38,Jorge Velasco - PC,Microsoft Teams Meeting Add-in for Microsoft Office,1.25.28902
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,LinkedNotesUIService,1
San Ysidro Ranch,SYRWS-85,SYRWS-85,7-Zip 25.01 (x64),25.01.00.0
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,LiveSpeech,1
San Ysidro Ranch,SYRWS_45,SYRWS_45,LADMLauncherService,1.0.0843
San Ysidro Ranch,SYRWS_45,SYRWS_45,Lenovo Now,3.12.1.1
San Ysidro Ranch,SYRWS_45,SYRWS_45,Lenovo Smart Appearance Components,2.0.0.0
San Ysidro Ranch,SYRWS_45,SYRWS_45,Lenovo Vantage Service,4.2511.18.0
San Ysidro Ranch,SYRWS_45,SYRWS_45,Microsoft 365 Apps for business - en-us,16.0.19426.20218
San Ysidro Ranch,SYRWS_45,SYRWS_45,Microsoft Edge,143.0.3650.96
San Ysidro Ranch,SYRWS_45,SYRWS_45,Microsoft OneDrive,25.222.1112.0002
San Ysidro Ranch,SYRWS_45,SYRWS_45,Microsoft Teams Meeting Add-in for Microsoft Office,1.25.28902
San Ysidro Ranch,SYRWS_45,SYRWS_45,Microsoft Update Health Tools,5.72.0.0
San Ysidro Ranch,SYRWS_45,SYRWS_45,Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219,10.0.40219
San Ysidro Ranch,SYRWS_45,SYRWS_45,Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219,10.0.40219
San Ysidro Ranch,SYRWS_45,SYRWS_45,Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.61030,11.0.61030.0
San Ysidro Ranch,SYRWS_45,SYRWS_45,Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.61030,11.0.61030.0
San Ysidro Ranch,SYRWS_45,SYRWS_45,Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.40664,12.0.40664.0
San Ysidro Ranch,SYRWS_45,SYRWS_45,Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.40664,12.0.40664.0
San Ysidro Ranch,SYRWS_45,SYRWS_45,Java 8 Update 361,8.0.3610.9
San Ysidro Ranch,SYRWS_45,SYRWS_45,Microsoft Visual C++ 2015-2022 Redistributable (x64) - 14.40.33810,14.40.33810.0
San Ysidro Ranch,SYRWS_45,SYRWS_45,Intel(R) Management Engine Components,2351.5.49.0
San Ysidro Ranch,SYRWS_45,SYRWS_45,HP LaserJet Pro MFP M426f-M427f,16.0.22049.103
San Ysidro Ranch,SYR-DC1,VM - Secondary DC,Datto File Protection Server,8.43.14
San Ysidro Ranch,SYR-DC1,VM - Secondary DC,Advanced IP Scanner 2.5,2.5.3850
San Ysidro Ranch,SYR-DC1,VM - Secondary DC,Adobe Reader X (10.1.16),10.1.16
San Ysidro Ranch,SYRWS_45,SYRWS_45,Adobe Acrobat (64-bit),23.001.20143
San Ysidro Ranch,SYRWS_45,SYRWS_45,Adobe Creative Cloud,6.8.0.821
San Ysidro Ranch,SYRWS_45,SYRWS_45,Adobe Genuine Service,8.3.0.49
San Ysidro Ranch,SYRWS_45,SYRWS_45,Ai Meeting Manager Service,1.0.0.2
San Ysidro Ranch,SYRWS_45,SYRWS_45,Canva,1.111.0
San Ysidro Ranch,SYRWS_45,SYRWS_45,Cisco Webex Meetings,43.10.0
San Ysidro Ranch,SYRWS_45,SYRWS_45,Datto RMM,4.4.10516.10516
San Ysidro Ranch,SYRWS_45,SYRWS_45,FortiClient VPN,7.4.3.1790
San Ysidro Ranch,SYRWS_45,SYRWS_45,Foxit PDF Reader,2025.3.0.35737
San Ysidro Ranch,SYRWS_45,SYRWS_45,Google Chrome,143.0.7499.170
San Ysidro Ranch,SYRWS_45,SYRWS_45,HP Dropbox Plugin,36.0.445.57508
San Ysidro Ranch,SYRWS_45,SYRWS_45,HP Google Drive Plugin,36.0.445.57508
San Ysidro Ranch,SYRWS_45,SYRWS_45,Intel(R) Chipset Device Software,10.1.18950.8298
San Ysidro Ranch,SYR-DC1,VM - Secondary DC,Datto File Protection Server,8.50.13
San Ysidro Ranch,SYRWS_45,SYRWS_45,Microsoft Visual C++ 2015-2022 Redistributable (x86) - 14.40.33810,14.40.33810.0
